Map,Agent,Pick Rate
Bind,chamber,0.0
Bind,yoru,0.0
Haven,jett,1.0
Haven,killjoy,1.0
Haven,viper,0.0
Haven,sova,1.0
Haven,skye,0.0
Haven,astra,1.0
Haven,raze,0.0
Haven,omen,0.0
Haven,kayo,0.0
Haven,harbor,0.0
Haven,breach,1.0
Haven,sage,0.0
Haven,brimstone,0.0
Haven,iso,0.0
Haven,gekko,0.0
Haven,neon,0.0
Haven,fade,0.0
Haven,phoenix,0.0
Haven,deadlock,0.0
Haven,reyna,0.0
Haven,cypher,0.0
Haven,chamber,0.0
Haven,yoru,0.0
Pearl,jett,1.0
Pearl,killjoy,1.0
Pearl,viper,1.0
Pearl,sova,0.0
Pearl,skye,1.0
Pearl,astra,0.0
Pearl,raze,0.0
Pearl,omen,0.0
Pearl,kayo,0.0
Pearl,harbor,1.0
Pearl,breach,0.0
Pearl,sage,0.0
Pearl,brimstone,0.0
Pearl,iso,0.0
Pearl,gekko,0.0
Pearl,neon,0.0
Pearl,fade,0.0
Pearl,phoenix,0.0
Pearl,deadlock,0.0
Pearl,reyna,0.0
Pearl,cypher,0.0
Pearl,chamber,0.0
Pearl,yoru,0.0
Split,jett,1.0
Split,killjoy,0.0
Split,viper,1.0
Split,sova,0.0
Split,skye,1.0
Split,astra,1.0
Split,raze,1.0
Split,omen,0.0
Split,kayo,0.0
Split,harbor,0.0
Split,breach,0.0
Split,sage,0.0
Split,brimstone,0.0
Split,iso,0.0
Split,gekko,0.0
Split,neon,0.0
Split,fade,0.0
Split,phoenix,0.0
Split,deadlock,0.0
Split,reyna,0.0
Split,cypher,0.0
Split,chamber,0.0
Split,yoru,0.0
Ascent,jett,1.0
Ascent,killjoy,1.0
Ascent,skye,0.0
Ascent,viper,0.0
Ascent,raze,0.0
Ascent,brimstone,0.0
Ascent,sova,1.0
Ascent,kayo,1.0
Ascent,breach,0.0
Ascent,omen,1.0
Ascent,harbor,0.0
Ascent,astra,0.0
Ascent,iso,0.0
Ascent,neon,0.0
Ascent,gekko,0.0
Ascent,phoenix,0.0
Ascent,fade,0.0
Ascent,reyna,0.0
Ascent,sage,0.0
Ascent,deadlock,0.0
Ascent,cypher,0.0
Ascent,chamber,0.0
Ascent,yoru,0.0
Bind,jett,1.0
Bind,killjoy,0.0
Bind,skye,1.0
Bind,viper,1.0
Bind,raze,1.0
Bind,brimstone,0.5
Bind,sova,0.0
Bind,kayo,0.0
Bind,breach,0.0
Bind,omen,0.0
Bind,harbor,0.0
Bind,astra,0.5
Bind,iso,0.0
Bind,neon,0.0
Bind,gekko,0.0
Bind,phoenix,0.0
Bind,fade,0.0
Bind,reyna,0.0
Bind,sage,0.0
Bind,deadlock,0.0
Bind,cypher,0.0
Bind,chamber,0.0
Bind,yoru,0.0
Fracture,jett,0.0
Fracture,killjoy,1.0
Fracture,skye,0.5
Fracture,viper,0.0
Fracture,raze,1.0
Fracture,brimstone,1.0
Fracture,sova,0.5
Fracture,kayo,0.0
Fracture,breach,1.0
Fracture,omen,0.0
Fracture,harbor,0.0
Fracture,astra,0.0
Fracture,iso,0.0
Fracture,neon,0.0
Fracture,gekko,0.0
Fracture,phoenix,0.0
Fracture,fade,0.0
Fracture,reyna,0.0
Fracture,sage,0.0
Fracture,deadlock,0.0
Fracture,cypher,0.0
Fracture,chamber,0.0
Fracture,yoru,0.0
Haven,jett,1.0
Haven,killjoy,1.0
Haven,skye,1.0
Haven,viper,1.0
Haven,raze,0.0
Haven,brimstone,0.0
Haven,sova,0.0
Haven,kayo,0.0
Haven,breach,0.0
Haven,omen,0.0
Haven,harbor,1.0
Haven,astra,0.0
Haven,iso,0.0
Haven,neon,0.0
Haven,gekko,0.0
Haven,phoenix,0.0
Haven,fade,0.0
Haven,reyna,0.0
Haven,sage,0.0
Haven,deadlock,0.0
Haven,cypher,0.0
Haven,chamber,0.0
Haven,yoru,0.0
Ascent,kayo,1.0
Ascent,viper,0.0
Ascent,sova,1.0
Ascent,raze,0.0
Ascent,omen,1.0
Ascent,killjoy,1.0
Ascent,jett,1.0
Ascent,breach,0.0
Ascent,brimstone,0.0
Ascent,skye,0.0
Ascent,neon,0.0
Ascent,astra,0.0
Ascent,chamber,0.0
Ascent,iso,0.0
Ascent,harbor,0.0
Ascent,gekko,0.0
Ascent,phoenix,0.0
Ascent,fade,0.0
Ascent,reyna,0.0
Ascent,sage,0.0
Ascent,deadlock,0.0
Ascent,cypher,0.0
Ascent,yoru,0.0
Bind,kayo,0.0
Bind,viper,1.0
Bind,sova,0.0
Bind,raze,1.0
Bind,omen,0.0
Bind,killjoy,0.0
Bind,jett,0.5
Bind,breach,0.0
Bind,brimstone,0.5
Bind,skye,1.0
Bind,neon,0.0
Bind,astra,0.5
Bind,chamber,0.5
Bind,iso,0.0
Bind,harbor,0.0
Bind,gekko,0.0
Bind,phoenix,0.0
Bind,fade,0.0
Bind,reyna,0.0
Bind,sage,0.0
Bind,deadlock,0.0
Bind,cypher,0.0
Bind,yoru,0.0
Fracture,kayo,0.5
Fracture,viper,0.5
Fracture,sova,0.5
Fracture,raze,0.5
Fracture,omen,0.5
Fracture,killjoy,0.5
Fracture,jett,0.0
Fracture,breach,1.0
Fracture,brimstone,0.5
Fracture,skye,0.0
Fracture,neon,0.5
Fracture,astra,0.0
Fracture,chamber,0.0
Fracture,iso,0.0
Fracture,harbor,0.0
Fracture,gekko,0.0
Fracture,phoenix,0.0
Fracture,fade,0.0
Fracture,reyna,0.0
Fracture,sage,0.0
Fracture,deadlock,0.0
Fracture,cypher,0.0
Fracture,yoru,0.0
Ascent,kayo,1.0
Ascent,viper,0.0
Ascent,skye,0.0
Ascent,jett,1.0
Ascent,killjoy,1.0
Ascent,omen,1.0
Ascent,raze,0.0
Ascent,brimstone,0.0
Ascent,sova,1.0
Ascent,breach,0.0
Ascent,chamber,0.0
Ascent,sage,0.0
Ascent,harbor,0.0
Ascent,neon,0.0
Ascent,reyna,0.0
Ascent,astra,0.0
Ascent,phoenix,0.0
Ascent,iso,0.0
Ascent,gekko,0.0
Ascent,fade,0.0
Ascent,deadlock,0.0
Ascent,cypher,0.0
Ascent,yoru,0.0
Bind,kayo,0.0
Bind,viper,1.0
Bind,skye,1.0
Bind,jett,0.0
Bind,killjoy,0.0
Bind,omen,0.0
Bind,raze,1.0
Bind,brimstone,0.5
Bind,sova,0.0
Bind,breach,0.0
Bind,chamber,0.5
Bind,sage,0.5
Bind,harbor,0.5
Bind,neon,0.0
Bind,reyna,0.0
Bind,astra,0.0
Bind,phoenix,0.0
Bind,iso,0.0
Bind,gekko,0.0
Bind,fade,0.0
Bind,deadlock,0.0
Bind,cypher,0.0
Bind,yoru,0.0
Fracture,kayo,0.5
Fracture,viper,0.5
Fracture,skye,0.5
Fracture,jett,0.5
Fracture,killjoy,0.5
Fracture,omen,0.5
Fracture,raze,0.0
Fracture,brimstone,0.5
Fracture,sova,0.0
Fracture,breach,1.0
Fracture,chamber,0.0
Fracture,sage,0.0
Fracture,harbor,0.0
Fracture,neon,0.5
Fracture,reyna,0.0
Fracture,astra,0.0
Fracture,phoenix,0.0
Fracture,iso,0.0
Fracture,gekko,0.0
Fracture,fade,0.0
Fracture,deadlock,0.0
Fracture,cypher,0.0
Fracture,yoru,0.0
Haven,viper,0.75
Haven,skye,0.75
Haven,killjoy,1.0
Haven,jett,1.0
Haven,omen,0.25
Haven,harbor,0.75
Haven,raze,0.0
Haven,sova,0.25
Haven,kayo,0.0
Haven,brimstone,0.0
Haven,sage,0.0
Haven,breach,0.25
Haven,neon,0.0
Haven,reyna,0.0
Haven,astra,0.0
Haven,phoenix,0.0
Haven,iso,0.0
Haven,gekko,0.0
Haven,fade,0.0
Haven,deadlock,0.0
Haven,cypher,0.0
Haven,chamber,0.0
Haven,yoru,0.0
Ascent,viper,0.5
Ascent,skye,0.5
Ascent,killjoy,1.0
Ascent,jett,1.0
Ascent,omen,1.0
Ascent,harbor,0.0
Ascent,raze,0.0
Ascent,sova,0.5
Ascent,kayo,0.5
Ascent,brimstone,0.0
Ascent,sage,0.0
Ascent,breach,0.0
Ascent,neon,0.0
Ascent,reyna,0.0
Ascent,astra,0.0
Ascent,phoenix,0.0
Ascent,iso,0.0
Ascent,gekko,0.0
Ascent,fade,0.0
Ascent,deadlock,0.0
Ascent,cypher,0.0
Ascent,chamber,0.0
Ascent,yoru,0.0
Bind,viper,1.0
Bind,skye,1.0
Bind,killjoy,0.0
Bind,jett,0.5
Bind,omen,0.0
Bind,harbor,0.5
Bind,raze,1.0
Bind,sova,0.0
Bind,kayo,0.0
Bind,brimstone,0.5
Bind,sage,0.5
Bind,breach,0.0
Bind,neon,0.0
Bind,reyna,0.0
Bind,astra,0.0
Bind,phoenix,0.0
Bind,iso,0.0
Bind,gekko,0.0
Bind,fade,0.0
Bind,deadlock,0.0
Bind,cypher,0.0
Bind,chamber,0.0
Bind,yoru,0.0
Lotus,viper,1.0
Lotus,skye,1.0
Lotus,killjoy,1.0
Lotus,jett,0.0
Lotus,omen,1.0
Lotus,harbor,0.0
Lotus,raze,0.5
Lotus,sova,0.0
Lotus,kayo,0.0
Lotus,brimstone,0.0
Lotus,sage,0.0
Lotus,breach,0.0
Lotus,neon,0.5
Lotus,reyna,0.0
Lotus,astra,0.0
Lotus,phoenix,0.0
Lotus,iso,0.0
Lotus,gekko,0.0
Lotus,fade,0.0
Lotus,deadlock,0.0
Lotus,cypher,0.0
Lotus,chamber,0.0
Lotus,yoru,0.0
Lotus,killjoy,1.0
Lotus,viper,1.0
Lotus,skye,1.0
Lotus,jett,0.0
Lotus,omen,1.0
Lotus,harbor,0.0
Lotus,neon,1.0
Lotus,sova,0.0
Lotus,breach,0.0
Lotus,astra,0.0
Lotus,sage,0.0
Lotus,reyna,0.0
Lotus,raze,0.0
Lotus,phoenix,0.0
Lotus,kayo,0.0
Lotus,iso,0.0
Lotus,gekko,0.0
Lotus,fade,0.0
Lotus,deadlock,0.0
Lotus,cypher,0.0
Lotus,chamber,0.0
Lotus,brimstone,0.0
Lotus,yoru,0.0
Haven,killjoy,1.0
Haven,viper,0.5
Haven,skye,0.5
Haven,jett,1.0
Haven,omen,0.5
Haven,harbor,0.5
Haven,neon,0.0
Haven,sova,0.5
Haven,breach,0.5
Haven,astra,0.0
Haven,sage,0.0
Haven,reyna,0.0
Haven,raze,0.0
Haven,phoenix,0.0
Haven,kayo,0.0
Haven,iso,0.0
Haven,gekko,0.0
Haven,fade,0.0
Haven,deadlock,0.0
Haven,cypher,0.0
Haven,chamber,0.0
Haven,brimstone,0.0
Haven,yoru,0.0
Pearl,killjoy,1.0
Pearl,viper,1.0
Pearl,skye,1.0
Pearl,jett,1.0
Pearl,omen,0.0
Pearl,harbor,1.0
Pearl,neon,0.0
Pearl,sova,0.0
Pearl,breach,0.0
Pearl,astra,0.0
Pearl,sage,0.0
Pearl,reyna,0.0
Pearl,raze,0.0
Pearl,phoenix,0.0
Pearl,kayo,0.0
Pearl,iso,0.0
Pearl,gekko,0.0
Pearl,fade,0.0
Pearl,deadlock,0.0
Pearl,cypher,0.0
Pearl,chamber,0.0
Pearl,brimstone,0.0
Pearl,yoru,0.0
Ascent,jett,1.0
Ascent,killjoy,1.0
Ascent,skye,0.0
Ascent,viper,0.0
Ascent,omen,1.0
Ascent,astra,0.0
Ascent,sova,1.0
Ascent,raze,0.0
Ascent,breach,0.0
Ascent,kayo,1.0
Ascent,harbor,0.0
Ascent,neon,0.0
Ascent,iso,0.0
Ascent,gekko,0.0
Ascent,fade,0.0
Ascent,phoenix,0.0
Ascent,deadlock,0.0
Ascent,reyna,0.0
Ascent,sage,0.0
Ascent,cypher,0.0
Ascent,chamber,0.0
Ascent,brimstone,0.0
Ascent,yoru,0.0
Haven,jett,1.0
Haven,killjoy,1.0
Haven,skye,0.5
Haven,viper,0.5
Haven,omen,0.0
Haven,astra,0.5
Haven,sova,0.5
Haven,raze,0.0
Haven,breach,0.5
Haven,kayo,0.0
Haven,harbor,0.5
Haven,neon,0.0
Haven,iso,0.0
Haven,gekko,0.0
Haven,fade,0.0
Haven,phoenix,0.0
Haven,deadlock,0.0
Haven,reyna,0.0
Haven,sage,0.0
Haven,cypher,0.0
Haven,chamber,0.0
Haven,brimstone,0.0
Haven,yoru,0.0
Lotus,jett,0.5
Lotus,killjoy,1.0
Lotus,skye,1.0
Lotus,viper,0.5
Lotus,omen,1.0
Lotus,astra,0.0
Lotus,sova,0.0
Lotus,raze,0.0
Lotus,breach,0.5
Lotus,kayo,0.0
Lotus,harbor,0.0
Lotus,neon,0.5
Lotus,iso,0.0
Lotus,gekko,0.0
Lotus,fade,0.0
Lotus,phoenix,0.0
Lotus,deadlock,0.0
Lotus,reyna,0.0
Lotus,sage,0.0
Lotus,cypher,0.0
Lotus,chamber,0.0
Lotus,brimstone,0.0
Lotus,yoru,0.0
Split,jett,1.0
Split,killjoy,0.0
Split,skye,1.0
Split,viper,1.0
Split,omen,0.0
Split,astra,1.0
Split,sova,0.0
Split,raze,1.0
Split,breach,0.0
Split,kayo,0.0
Split,harbor,0.0
Split,neon,0.0
Split,iso,0.0
Split,gekko,0.0
Split,fade,0.0
Split,phoenix,0.0
Split,deadlock,0.0
Split,reyna,0.0
Split,sage,0.0
Split,cypher,0.0
Split,chamber,0.0
Split,brimstone,0.0
Split,yoru,0.0
Split,skye,1.0
Split,killjoy,0.0
Split,jett,0.67
Split,viper,0.83
Split,raze,0.5
Split,astra,1.0
Split,omen,0.0
Split,breach,0.0
Split,sova,0.0
Split,kayo,0.17
Split,harbor,0.0
Split,brimstone,0.0
Split,gekko,0.17
Split,sage,0.33
Split,fade,0.0
Split,phoenix,0.0
Split,cypher,0.17
Split,chamber,0.17
Split,iso,0.0
Split,neon,0.0
Split,deadlock,0.0
Split,reyna,0.0
Split,yoru,0.0
Ascent,skye,0.0
Ascent,killjoy,0.75
Ascent,jett,1.0
Ascent,viper,0.25
Ascent,raze,0.0
Ascent,astra,0.0
Ascent,omen,1.0
Ascent,breach,0.0
Ascent,sova,1.0
Ascent,kayo,1.0
Ascent,harbor,0.0
Ascent,brimstone,0.0
Ascent,gekko,0.0
Ascent,sage,0.0
Ascent,fade,0.0
Ascent,phoenix,0.0
Ascent,cypher,0.0
Ascent,chamber,0.0
Ascent,iso,0.0
Ascent,neon,0.0
Ascent,deadlock,0.0
Ascent,reyna,0.0
Ascent,yoru,0.0
Fracture,skye,0.5
Fracture,killjoy,1.0
Fracture,jett,0.5
Fracture,viper,0.0
Fracture,raze,0.75
Fracture,astra,0.0
Fracture,omen,0.0
Fracture,breach,1.0
Fracture,sova,0.25
Fracture,kayo,0.0
Fracture,harbor,0.0
Fracture,brimstone,1.0
Fracture,gekko,0.0
Fracture,sage,0.0
Fracture,fade,0.0
Fracture,phoenix,0.0
Fracture,cypher,0.0
Fracture,chamber,0.0
Fracture,iso,0.0
Fracture,neon,0.0
Fracture,deadlock,0.0
Fracture,reyna,0.0
Fracture,yoru,0.0
Lotus,skye,1.0
Lotus,killjoy,0.75
Lotus,jett,0.5
Lotus,viper,0.75
Lotus,raze,0.5
Lotus,astra,0.0
Lotus,omen,0.75
Lotus,breach,0.25
Lotus,sova,0.0
Lotus,kayo,0.0
Lotus,harbor,0.25
Lotus,brimstone,0.0
Lotus,gekko,0.25
Lotus,sage,0.0
Lotus,fade,0.0
Lotus,phoenix,0.0
Lotus,cypher,0.0
Lotus,chamber,0.0
Lotus,iso,0.0
Lotus,neon,0.0
Lotus,deadlock,0.0
Lotus,reyna,0.0
Lotus,yoru,0.0
Pearl,skye,1.0
Pearl,killjoy,1.0
Pearl,jett,0.25
Pearl,viper,0.5
Pearl,raze,0.25
Pearl,astra,0.5
Pearl,omen,0.0
Pearl,breach,0.0
Pearl,sova,0.0
Pearl,kayo,0.0
Pearl,harbor,0.75
Pearl,brimstone,0.0
Pearl,gekko,0.25
Pearl,sage,0.25
Pearl,fade,0.0
Pearl,phoenix,0.25
Pearl,cypher,0.0
Pearl,chamber,0.0
Pearl,iso,0.0
Pearl,neon,0.0
Pearl,deadlock,0.0
Pearl,reyna,0.0
Pearl,yoru,0.0
Haven,skye,0.5
Haven,killjoy,1.0
Haven,jett,0.5
Haven,viper,0.5
Haven,raze,0.5
Haven,astra,0.0
Haven,omen,0.5
Haven,breach,0.5
Haven,sova,0.0
Haven,kayo,0.0
Haven,harbor,0.5
Haven,brimstone,0.0
Haven,gekko,0.0
Haven,sage,0.0
Haven,fade,0.5
Haven,phoenix,0.0
Haven,cypher,0.0
Haven,chamber,0.0
Haven,iso,0.0
Haven,neon,0.0
Haven,deadlock,0.0
Haven,reyna,0.0
Haven,yoru,0.0
Ascent,killjoy,1.0
Ascent,jett,1.0
Ascent,viper,0.0
Ascent,sova,1.0
Ascent,skye,0.0
Ascent,omen,1.0
Ascent,harbor,0.0
Ascent,kayo,1.0
Ascent,sage,0.0
Ascent,raze,0.0
Ascent,astra,0.0
Ascent,breach,0.0
Ascent,gekko,0.0
Ascent,neon,0.0
Ascent,phoenix,0.0
Ascent,iso,0.0
Ascent,fade,0.0
Ascent,reyna,0.0
Ascent,deadlock,0.0
Ascent,cypher,0.0
Ascent,chamber,0.0
Ascent,brimstone,0.0
Ascent,yoru,0.0
Icebox,killjoy,1.0
Icebox,jett,0.67
Icebox,viper,1.0
Icebox,sova,0.83
Icebox,skye,0.17
Icebox,omen,0.17
Icebox,harbor,0.5
Icebox,kayo,0.17
Icebox,sage,0.5
Icebox,raze,0.0
Icebox,astra,0.0
Icebox,breach,0.0
Icebox,gekko,0.0
Icebox,neon,0.0
Icebox,phoenix,0.0
Icebox,iso,0.0
Icebox,fade,0.0
Icebox,reyna,0.0
Icebox,deadlock,0.0
Icebox,cypher,0.0
Icebox,chamber,0.0
Icebox,brimstone,0.0
Icebox,yoru,0.0
Pearl,killjoy,0.83
Pearl,jett,0.67
Pearl,viper,0.83
Pearl,sova,0.0
Pearl,skye,1.0
Pearl,omen,0.0
Pearl,harbor,0.83
Pearl,kayo,0.0
Pearl,sage,0.17
Pearl,raze,0.0
Pearl,astra,0.17
Pearl,breach,0.17
Pearl,gekko,0.0
Pearl,neon,0.17
Pearl,phoenix,0.17
Pearl,iso,0.0
Pearl,fade,0.0
Pearl,reyna,0.0
Pearl,deadlock,0.0
Pearl,cypher,0.0
Pearl,chamber,0.0
Pearl,brimstone,0.0
Pearl,yoru,0.0
Lotus,killjoy,1.0
Lotus,jett,0.5
Lotus,viper,0.75
Lotus,sova,0.0
Lotus,skye,1.0
Lotus,omen,0.75
Lotus,harbor,0.25
Lotus,kayo,0.0
Lotus,sage,0.0
Lotus,raze,0.5
Lotus,astra,0.0
Lotus,breach,0.0
Lotus,gekko,0.25
Lotus,neon,0.0
Lotus,phoenix,0.0
Lotus,iso,0.0
Lotus,fade,0.0
Lotus,reyna,0.0
Lotus,deadlock,0.0
Lotus,cypher,0.0
Lotus,chamber,0.0
Lotus,brimstone,0.0
Lotus,yoru,0.0
Haven,killjoy,1.0
Haven,jett,1.0
Haven,viper,0.0
Haven,sova,1.0
Haven,skye,0.0
Haven,omen,1.0
Haven,harbor,0.0
Haven,kayo,0.0
Haven,sage,0.0
Haven,raze,0.0
Haven,astra,0.0
Haven,breach,0.5
Haven,gekko,0.5
Haven,neon,0.0
Haven,phoenix,0.0
Haven,iso,0.0
Haven,fade,0.0
Haven,reyna,0.0
Haven,deadlock,0.0
Haven,cypher,0.0
Haven,chamber,0.0
Haven,brimstone,0.0
Haven,yoru,0.0
Split,killjoy,0.5
Split,jett,0.5
Split,viper,0.5
Split,sova,0.0
Split,skye,1.0
Split,omen,0.0
Split,harbor,0.0
Split,kayo,0.0
Split,sage,0.0
Split,raze,0.5
Split,astra,1.0
Split,breach,0.5
Split,gekko,0.5
Split,neon,0.0
Split,phoenix,0.0
Split,iso,0.0
Split,fade,0.0
Split,reyna,0.0
Split,deadlock,0.0
Split,cypher,0.0
Split,chamber,0.0
Split,brimstone,0.0
Split,yoru,0.0
Ascent,killjoy,0.83
Ascent,jett,1.0
Ascent,viper,0.17
Ascent,skye,0.0
Ascent,sova,1.0
Ascent,raze,0.0
Ascent,astra,0.0
Ascent,omen,1.0
Ascent,kayo,1.0
Ascent,harbor,0.0
Ascent,breach,0.0
Ascent,sage,0.0
Ascent,brimstone,0.0
Ascent,gekko,0.0
Ascent,neon,0.0
Ascent,fade,0.0
Ascent,cypher,0.0
Ascent,chamber,0.0
Ascent,iso,0.0
Ascent,phoenix,0.0
Ascent,deadlock,0.0
Ascent,reyna,0.0
Ascent,yoru,0.0
Pearl,killjoy,0.83
Pearl,jett,0.67
Pearl,viper,0.83
Pearl,skye,0.83
Pearl,sova,0.17
Pearl,raze,0.17
Pearl,astra,0.33
Pearl,omen,0.0
Pearl,kayo,0.17
Pearl,harbor,0.83
Pearl,breach,0.0
Pearl,sage,0.0
Pearl,brimstone,0.0
Pearl,gekko,0.17
Pearl,neon,0.0
Pearl,fade,0.0
Pearl,cypher,0.0
Pearl,chamber,0.0
Pearl,iso,0.0
Pearl,phoenix,0.0
Pearl,deadlock,0.0
Pearl,reyna,0.0
Pearl,yoru,0.0
Split,killjoy,0.33
Split,jett,0.33
Split,viper,0.83
Split,skye,1.0
Split,sova,0.0
Split,raze,1.0
Split,astra,1.0
Split,omen,0.0
Split,kayo,0.0
Split,harbor,0.0
Split,breach,0.17
Split,sage,0.17
Split,brimstone,0.0
Split,gekko,0.0
Split,neon,0.0
Split,fade,0.0
Split,cypher,0.0
Split,chamber,0.17
Split,iso,0.0
Split,phoenix,0.0
Split,deadlock,0.0
Split,reyna,0.0
Split,yoru,0.0
Icebox,killjoy,1.0
Icebox,jett,0.75
Icebox,viper,1.0
Icebox,skye,0.0
Icebox,sova,1.0
Icebox,raze,0.0
Icebox,astra,0.0
Icebox,omen,0.0
Icebox,kayo,0.25
Icebox,harbor,0.5
Icebox,breach,0.0
Icebox,sage,0.5
Icebox,brimstone,0.0
Icebox,gekko,0.0
Icebox,neon,0.0
Icebox,fade,0.0
Icebox,cypher,0.0
Icebox,chamber,0.0
Icebox,iso,0.0
Icebox,phoenix,0.0
Icebox,deadlock,0.0
Icebox,reyna,0.0
Icebox,yoru,0.0
Fracture,killjoy,0.5
Fracture,jett,0.0
Fracture,viper,0.0
Fracture,skye,0.0
Fracture,sova,0.5
Fracture,raze,1.0
Fracture,astra,0.0
Fracture,omen,0.0
Fracture,kayo,0.0
Fracture,harbor,0.0
Fracture,breach,1.0
Fracture,sage,0.0
Fracture,brimstone,1.0
Fracture,gekko,0.0
Fracture,neon,0.0
Fracture,fade,0.5
Fracture,cypher,0.5
Fracture,chamber,0.0
Fracture,iso,0.0
Fracture,phoenix,0.0
Fracture,deadlock,0.0
Fracture,reyna,0.0
Fracture,yoru,0.0
Lotus,killjoy,1.0
Lotus,jett,0.5
Lotus,viper,0.5
Lotus,skye,1.0
Lotus,sova,0.0
Lotus,raze,0.0
Lotus,astra,0.0
Lotus,omen,1.0
Lotus,kayo,0.0
Lotus,harbor,0.0
Lotus,breach,0.5
Lotus,sage,0.0
Lotus,brimstone,0.0
Lotus,gekko,0.0
Lotus,neon,0.5
Lotus,fade,0.0
Lotus,cypher,0.0
Lotus,chamber,0.0
Lotus,iso,0.0
Lotus,phoenix,0.0
Lotus,deadlock,0.0
Lotus,reyna,0.0
Lotus,yoru,0.0
Ascent,killjoy,0.92
Ascent,jett,1.0
Ascent,viper,0.25
Ascent,skye,0.17
Ascent,sova,0.83
Ascent,omen,1.0
Ascent,harbor,0.0
Ascent,breach,0.0
Ascent,kayo,0.83
Ascent,raze,0.0
Ascent,astra,0.0
Ascent,brimstone,0.0
Ascent,fade,0.0
Ascent,cypher,0.0
Ascent,sage,0.0
Ascent,gekko,0.0
Ascent,neon,0.0
Ascent,iso,0.0
Ascent,phoenix,0.0
Ascent,deadlock,0.0
Ascent,reyna,0.0
Ascent,chamber,0.0
Ascent,yoru,0.0
Haven,killjoy,1.0
Haven,jett,1.0
Haven,viper,0.2
Haven,skye,0.3
Haven,sova,0.7
Haven,omen,0.6
Haven,harbor,0.2
Haven,breach,0.7
Haven,kayo,0.0
Haven,raze,0.0
Haven,astra,0.2
Haven,brimstone,0.0
Haven,fade,0.0
Haven,cypher,0.0
Haven,sage,0.0
Haven,gekko,0.1
Haven,neon,0.0
Haven,iso,0.0
Haven,phoenix,0.0
Haven,deadlock,0.0
Haven,reyna,0.0
Haven,chamber,0.0
Haven,yoru,0.0
Pearl,killjoy,1.0
Pearl,jett,0.8
Pearl,viper,0.9
Pearl,skye,1.0
Pearl,sova,0.0
Pearl,omen,0.0
Pearl,harbor,1.0
Pearl,breach,0.0
Pearl,kayo,0.0
Pearl,raze,0.1
Pearl,astra,0.1
Pearl,brimstone,0.0
Pearl,fade,0.1
Pearl,cypher,0.0
Pearl,sage,0.0
Pearl,gekko,0.0
Pearl,neon,0.0
Pearl,iso,0.0
Pearl,phoenix,0.0
Pearl,deadlock,0.0
Pearl,reyna,0.0
Pearl,chamber,0.0
Pearl,yoru,0.0
Fracture,killjoy,0.75
Fracture,jett,0.13
Fracture,viper,0.13
Fracture,skye,0.25
Fracture,sova,0.13
Fracture,omen,0.13
Fracture,harbor,0.0
Fracture,breach,0.88
Fracture,kayo,0.13
Fracture,raze,0.75
Fracture,astra,0.0
Fracture,brimstone,0.88
Fracture,fade,0.5
Fracture,cypher,0.25
Fracture,sage,0.0
Fracture,gekko,0.0
Fracture,neon,0.13
Fracture,iso,0.0
Fracture,phoenix,0.0
Fracture,deadlock,0.0
Fracture,reyna,0.0
Fracture,chamber,0.0
Fracture,yoru,0.0
Icebox,killjoy,1.0
Icebox,jett,0.75
Icebox,viper,1.0
Icebox,skye,0.0
Icebox,sova,1.0
Icebox,omen,0.25
Icebox,harbor,0.75
Icebox,breach,0.0
Icebox,kayo,0.0
Icebox,raze,0.0
Icebox,astra,0.0
Icebox,brimstone,0.0
Icebox,fade,0.0
Icebox,cypher,0.0
Icebox,sage,0.25
Icebox,gekko,0.0
Icebox,neon,0.0
Icebox,iso,0.0
Icebox,phoenix,0.0
Icebox,deadlock,0.0
Icebox,reyna,0.0
Icebox,chamber,0.0
Icebox,yoru,0.0
Split,killjoy,0.0
Split,jett,0.75
Split,viper,0.75
Split,skye,1.0
Split,sova,0.0
Split,omen,0.0
Split,harbor,0.0
Split,breach,0.0
Split,kayo,0.0
Split,raze,1.0
Split,astra,1.0
Split,brimstone,0.0
Split,fade,0.0
Split,cypher,0.25
Split,sage,0.25
Split,gekko,0.0
Split,neon,0.0
Split,iso,0.0
Split,phoenix,0.0
Split,deadlock,0.0
Split,reyna,0.0
Split,chamber,0.0
Split,yoru,0.0
Lotus,killjoy,1.0
Lotus,jett,1.0
Lotus,viper,1.0
Lotus,skye,1.0
Lotus,sova,0.0
Lotus,omen,1.0
Lotus,harbor,0.0
Lotus,breach,0.0
Lotus,kayo,0.0
Lotus,raze,0.0
Lotus,astra,0.0
Lotus,brimstone,0.0
Lotus,fade,0.0
Lotus,cypher,0.0
Lotus,sage,0.0
Lotus,gekko,0.0
Lotus,neon,0.0
Lotus,iso,0.0
Lotus,phoenix,0.0
Lotus,deadlock,0.0
Lotus,reyna,0.0
Lotus,chamber,0.0
Lotus,yoru,0.0
Split,skye,1.0
Split,jett,0.83
Split,killjoy,0.17
Split,viper,1.0
Split,raze,1.0
Split,harbor,0.0
Split,astra,1.0
Split,omen,0.0
Split,brimstone,0.0
Split,sova,0.0
Split,kayo,0.0
Split,breach,0.0
Split,sage,0.0
Split,neon,0.0
Split,fade,0.0
Split,iso,0.0
Split,gekko,0.0
Split,phoenix,0.0
Split,reyna,0.0
Split,deadlock,0.0
Split,cypher,0.0
Split,chamber,0.0
Split,yoru,0.0
