Map,Agent Picked,Total Wins By Map,Total Maps Played
Lotus,viper,0,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,omen,0,1
Lotus,neon,0,1
Lotus,viper,1,1
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,omen,1,1
Lotus,raze,1,1
Ascent,viper,1,1
Ascent,skye,1,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,omen,1,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Bind,viper,0,1
Bind,skye,0,1
Bind,jett,0,1
Bind,raze,0,1
Bind,brimstone,0,1
Bind,viper,1,1
Bind,skye,1,1
Bind,harbor,1,1
Bind,raze,1,1
Bind,sage,1,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,jett,1,1
Pearl,harbor,1,1
Pearl,killjoy,0,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,jett,0,1
Pearl,harbor,0,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,skye,0,1
Lotus,omen,0,1
Lotus,neon,0,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,skye,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,omen,0,1
Haven,sova,0,1
Haven,breach,0,1
Haven,killjoy,1,1
Haven,viper,1,1
Haven,skye,1,1
Haven,jett,1,1
Haven,harbor,1,1
Haven,jett,1,1
Haven,killjoy,1,1
Haven,astra,1,1
Haven,sova,1,1
Haven,breach,1,1
Haven,jett,0,1
Haven,killjoy,0,1
Haven,skye,0,1
Haven,viper,0,1
Haven,harbor,0,1
Ascent,jett,0,1
Ascent,killjoy,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,jett,1,1
Ascent,killjoy,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Lotus,jett,0,1
Lotus,killjoy,0,1
Lotus,skye,0,1
Lotus,omen,0,1
Lotus,breach,0,1
Lotus,killjoy,1,1
Lotus,skye,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Split,jett,0,1
Split,skye,0,1
Split,viper,0,1
Split,astra,0,1
Split,raze,0,1
Split,jett,1,1
Split,skye,1,1
Split,viper,1,1
Split,astra,1,1
Split,raze,1,1
Fracture,killjoy,1,1
Fracture,jett,1,1
Fracture,raze,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,skye,0,1
Fracture,killjoy,0,1
Fracture,jett,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,killjoy,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,sova,0,1
Fracture,brimstone,0,1
Fracture,skye,1,1
Fracture,killjoy,1,1
Fracture,raze,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Split,skye,0,1
Split,jett,0,1
Split,viper,0,1
Split,astra,0,1
Split,sage,0,1
Split,skye,1,1
Split,raze,1,1
Split,astra,1,1
Split,sage,1,1
Split,cypher,1,1
Split,skye,1,1
Split,jett,1,1
Split,viper,1,1
Split,astra,1,1
Split,gekko,1,1
Split,skye,0,1
Split,jett,0,1
Split,viper,0,1
Split,astra,0,1
Split,kayo,0,1
Split,skye,0,1
Split,jett,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Split,skye,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Split,chamber,1,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,jett,0,1
Ascent,viper,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Lotus,skye,0,1
Lotus,jett,0,1
Lotus,viper,0,1
Lotus,harbor,0,1
Lotus,gekko,0,1
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,raze,1,1
Lotus,omen,1,1
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,jett,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,raze,0,1
Lotus,omen,0,1
Lotus,breach,0,1
Haven,skye,1,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,viper,1,1
Haven,harbor,1,1
Haven,killjoy,0,1
Haven,raze,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,fade,0,1
Pearl,skye,0,1
Pearl,killjoy,0,1
Pearl,astra,0,1
Pearl,harbor,0,1
Pearl,gekko,0,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,astra,1,1
Pearl,sage,1,1
Pearl,phoenix,1,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Pearl,skye,0,1
Pearl,killjoy,0,1
Pearl,viper,0,1
Pearl,raze,0,1
Pearl,harbor,0,1
Split,killjoy,1,1
Split,skye,1,1
Split,raze,1,1
Split,astra,1,1
Split,breach,1,1
Split,jett,0,1
Split,viper,0,1
Split,skye,0,1
Split,astra,0,1
Split,gekko,0,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,sova,1,1
Ascent,omen,1,1
Ascent,kayo,1,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,sova,1,1
Ascent,omen,1,1
Ascent,kayo,1,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,sova,1,1
Ascent,omen,1,1
Ascent,kayo,1,1
Pearl,killjoy,0,1
Pearl,skye,0,1
Pearl,sage,0,1
Pearl,astra,0,1
Pearl,phoenix,0,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Pearl,breach,0,1
Pearl,neon,0,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Icebox,killjoy,0,1
Icebox,jett,0,1
Icebox,viper,0,1
Icebox,sova,0,1
Icebox,harbor,0,1
Icebox,killjoy,1,1
Icebox,jett,1,1
Icebox,viper,1,1
Icebox,sova,1,1
Icebox,sage,1,1
Icebox,killjoy,1,1
Icebox,viper,1,1
Icebox,sova,1,1
Icebox,kayo,1,1
Icebox,sage,1,1
Icebox,killjoy,0,1
Icebox,jett,0,1
Icebox,viper,0,1
Icebox,sova,0,1
Icebox,harbor,0,1
Icebox,killjoy,0,1
Icebox,jett,0,1
Icebox,viper,0,1
Icebox,skye,0,1
Icebox,harbor,0,1
Icebox,killjoy,1,1
Icebox,viper,1,1
Icebox,sova,1,1
Icebox,omen,1,1
Icebox,sage,1,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,skye,1,1
Lotus,omen,1,1
Lotus,raze,1,1
Lotus,killjoy,0,1
Lotus,skye,0,1
Lotus,omen,0,1
Lotus,raze,0,1
Lotus,gekko,0,1
Lotus,killjoy,1,1
Lotus,jett,1,1
Lotus,viper,1,1
Lotus,skye,1,1
Lotus,omen,1,1
Lotus,killjoy,0,1
Lotus,jett,0,1
Lotus,viper,0,1
Lotus,skye,0,1
Lotus,harbor,0,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,sova,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,omen,1,1
Haven,gekko,1,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,skye,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Lotus,killjoy,0,1
Lotus,jett,0,1
Lotus,skye,0,1
Lotus,omen,0,1
Lotus,breach,0,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,sova,1,1
Ascent,omen,1,1
Ascent,kayo,1,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,sova,1,1
Ascent,omen,1,1
Ascent,kayo,1,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,sova,1,1
Ascent,omen,1,1
Ascent,kayo,1,1
Ascent,jett,0,1
Ascent,viper,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Icebox,killjoy,0,1
Icebox,viper,0,1
Icebox,sova,0,1
Icebox,kayo,0,1
Icebox,sage,0,1
Icebox,killjoy,1,1
Icebox,jett,1,1
Icebox,viper,1,1
Icebox,sova,1,1
Icebox,harbor,1,1
Icebox,killjoy,1,1
Icebox,jett,1,1
Icebox,viper,1,1
Icebox,sova,1,1
Icebox,harbor,1,1
Icebox,killjoy,0,1
Icebox,jett,0,1
Icebox,viper,0,1
Icebox,sova,0,1
Icebox,sage,0,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,raze,1,1
Pearl,harbor,1,1
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,sova,0,1
Pearl,astra,0,1
Pearl,kayo,0,1
Pearl,killjoy,1,1
Pearl,skye,1,1
Pearl,astra,1,1
Pearl,harbor,1,1
Pearl,gekko,1,1
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Split,killjoy,0,1
Split,skye,0,1
Split,raze,0,1
Split,astra,0,1
Split,breach,0,1
Split,killjoy,1,1
Split,viper,1,1
Split,skye,1,1
Split,raze,1,1
Split,astra,1,1
Split,jett,1,1
Split,viper,1,1
Split,skye,1,1
Split,raze,1,1
Split,astra,1,1
Split,viper,0,1
Split,skye,0,1
Split,raze,0,1
Split,astra,0,1
Split,sage,0,1
Split,jett,1,1
Split,viper,1,1
Split,skye,1,1
Split,raze,1,1
Split,astra,1,1
Split,viper,0,1
Split,skye,0,1
Split,raze,0,1
Split,astra,0,1
Split,chamber,0,1
Fracture,killjoy,1,1
Fracture,sova,1,1
Fracture,raze,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,fade,0,1
Fracture,cypher,0,1
Pearl,killjoy,1,2
Pearl,jett,1,2
Pearl,viper,1,2
Pearl,skye,1,2
Pearl,harbor,1,2
Pearl,killjoy,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Pearl,astra,0,1
Pearl,fade,0,1
Pearl,killjoy,2,2
Pearl,jett,2,2
Pearl,viper,2,2
Pearl,skye,2,2
Pearl,harbor,2,2
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Pearl,killjoy,0,2
Pearl,jett,0,2
Pearl,viper,0,2
Pearl,skye,0,2
Pearl,harbor,0,2
Pearl,killjoy,0,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Pearl,raze,0,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Haven,killjoy,2,2
Haven,jett,2,2
Haven,viper,2,2
Haven,skye,2,2
Haven,harbor,2,2
Haven,killjoy,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,omen,1,1
Haven,gekko,1,1
Haven,killjoy,0,2
Haven,jett,0,2
Haven,sova,0,2
Haven,omen,0,2
Haven,breach,0,2
Haven,killjoy,0,1
Haven,jett,0,1
Haven,sova,0,1
Haven,breach,0,1
Haven,astra,0,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,sova,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,sova,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,skye,1,1
Haven,omen,1,1
Haven,breach,1,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,breach,1,1
Haven,astra,1,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,sova,1,1
Ascent,omen,1,1
Ascent,kayo,1,1
Ascent,jett,0,1
Ascent,viper,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,killjoy,1,2
Ascent,jett,1,2
Ascent,sova,1,2
Ascent,omen,1,2
Ascent,kayo,1,2
Ascent,killjoy,1,2
Ascent,jett,1,2
Ascent,sova,1,2
Ascent,omen,1,2
Ascent,kayo,1,2
Ascent,killjoy,1,2
Ascent,jett,1,2
Ascent,sova,1,2
Ascent,omen,1,2
Ascent,kayo,1,2
Ascent,killjoy,2,2
Ascent,jett,2,2
Ascent,viper,2,2
Ascent,skye,2,2
Ascent,omen,2,2
Icebox,killjoy,0,1
Icebox,viper,0,1
Icebox,sova,0,1
Icebox,omen,0,1
Icebox,sage,0,1
Icebox,killjoy,2,2
Icebox,jett,2,2
Icebox,viper,2,2
Icebox,sova,2,2
Icebox,harbor,2,2
Icebox,killjoy,0,1
Icebox,jett,0,1
Icebox,viper,0,1
Icebox,sova,0,1
Icebox,harbor,0,1
Split,jett,0,1
Split,viper,0,1
Split,skye,0,1
Split,raze,0,1
Split,astra,0,1
Split,skye,1,1
Split,raze,1,1
Split,astra,1,1
Split,cypher,1,1
Split,sage,1,1
Split,jett,1,1
Split,viper,1,1
Split,skye,1,1
Split,raze,1,1
Split,astra,1,1
Split,jett,0,1
Split,viper,0,1
Split,skye,0,1
Split,raze,0,1
Split,astra,0,1
Fracture,killjoy,1,1
Fracture,jett,1,1
Fracture,skye,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,killjoy,1,1
Fracture,sova,1,1
Fracture,breach,1,1
Fracture,raze,1,1
Fracture,brimstone,1,1
Fracture,killjoy,1,1
Fracture,breach,1,1
Fracture,raze,1,1
Fracture,brimstone,1,1
Fracture,fade,1,1
Fracture,breach,0,1
Fracture,raze,0,1
Fracture,brimstone,0,1
Fracture,fade,0,1
Fracture,cypher,0,1
Fracture,killjoy,0,2
Fracture,breach,0,2
Fracture,brimstone,0,2
Fracture,fade,0,2
Fracture,neon,0,2
Fracture,viper,0,2
Fracture,omen,0,2
Fracture,raze,0,2
Fracture,breach,0,1
Fracture,kayo,0,1
Fracture,raze,0,1
Fracture,brimstone,0,1
Fracture,cypher,0,1
Fracture,killjoy,1,1
Fracture,skye,1,1
Fracture,breach,1,1
Fracture,raze,1,1
Fracture,brimstone,1,1
Lotus,killjoy,1,1
Lotus,jett,1,1
Lotus,viper,1,1
Lotus,skye,1,1
Lotus,omen,1,1
Lotus,killjoy,0,1
Lotus,jett,0,1
Lotus,viper,0,1
Lotus,skye,0,1
Lotus,omen,0,1
Bind,skye,1,1
Bind,viper,1,1
Bind,raze,1,1
Bind,harbor,1,1
Bind,sage,1,1
Bind,skye,0,1
Bind,viper,0,1
Bind,raze,0,1
Bind,brimstone,0,1
Bind,sage,0,1
Fracture,skye,1,1
Fracture,jett,1,1
Fracture,killjoy,1,1
Fracture,brimstone,1,1
Fracture,breach,1,1
Fracture,skye,0,1
Fracture,jett,0,1
Fracture,killjoy,0,1
Fracture,brimstone,0,1
Fracture,breach,0,1
Fracture,skye,1,1
Fracture,killjoy,1,1
Fracture,raze,1,1
Fracture,brimstone,1,1
Fracture,breach,1,1
Fracture,killjoy,0,1
Fracture,raze,0,1
Fracture,brimstone,0,1
Fracture,breach,0,1
Fracture,fade,0,1
Pearl,skye,1,1
Pearl,jett,1,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Pearl,skye,0,1
Pearl,jett,0,1
Pearl,killjoy,0,1
Pearl,viper,0,1
Pearl,harbor,0,1
Pearl,skye,0,1
Pearl,jett,0,1
Pearl,killjoy,0,1
Pearl,viper,0,1
Pearl,harbor,0,1
Pearl,skye,1,1
Pearl,jett,1,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Pearl,skye,0,1
Pearl,jett,0,1
Pearl,killjoy,0,1
Pearl,viper,0,1
Pearl,harbor,0,1
Pearl,skye,1,1
Pearl,jett,1,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Split,skye,0,1
Split,jett,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Split,skye,1,1
Split,jett,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Split,skye,1,1
Split,jett,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Split,skye,0,1
Split,jett,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Split,skye,0,1
Split,killjoy,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Split,skye,1,1
Split,jett,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,raze,0,1
Lotus,omen,0,1
Ascent,jett,0,1
Ascent,killjoy,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,jett,1,1
Ascent,killjoy,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,jett,1,1
Ascent,killjoy,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,jett,0,1
Ascent,killjoy,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Fracture,killjoy,1,1
Fracture,raze,1,1
Fracture,sova,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,skye,0,1
Fracture,killjoy,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Pearl,skye,0,1
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,harbor,0,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Pearl,skye,0,1
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,harbor,0,1
Split,skye,1,1
Split,killjoy,1,1
Split,raze,1,1
Split,astra,1,1
Split,breach,1,1
Split,skye,0,1
Split,jett,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Split,skye,1,1
Split,jett,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Split,skye,0,1
Split,raze,0,1
Split,astra,0,1
Split,sage,0,1
Split,cypher,0,1
Split,skye,1,1
Split,jett,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Split,skye,0,1
Split,jett,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,raze,0,1
Lotus,omen,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,sova,1,1
Ascent,omen,1,1
Ascent,kayo,1,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,sova,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,astra,0,1
Haven,sova,0,1
Haven,breach,0,1
Haven,skye,1,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,viper,1,1
Haven,harbor,1,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,omen,1,1
Haven,breach,1,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,sova,0,1
Haven,omen,0,1
Haven,breach,0,1
Bind,skye,1,1
Bind,viper,1,1
Bind,raze,1,1
Bind,harbor,1,1
Bind,sage,1,1
Bind,skye,0,1
Bind,jett,0,1
Bind,viper,0,1
Bind,raze,0,1
Bind,brimstone,0,1
Pearl,killjoy,1,1
Pearl,skye,1,1
Pearl,viper,1,1
Pearl,jett,1,1
Pearl,harbor,1,1
Pearl,killjoy,0,1
Pearl,skye,0,1
Pearl,viper,0,1
Pearl,jett,0,1
Pearl,harbor,0,1
Pearl,killjoy,1,1
Pearl,skye,1,1
Pearl,viper,1,1
Pearl,jett,1,1
Pearl,harbor,1,1
Pearl,killjoy,0,1
Pearl,skye,0,1
Pearl,viper,0,1
Pearl,jett,0,1
Pearl,harbor,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,neon,0,1
Fracture,cypher,0,1
Fracture,fade,0,1
Fracture,killjoy,1,1
Fracture,skye,1,1
Fracture,jett,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,killjoy,1,1
Fracture,raze,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,sova,1,1
Fracture,killjoy,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,fade,0,1
Haven,killjoy,0,1
Haven,skye,0,1
Haven,viper,0,1
Haven,jett,0,1
Haven,harbor,0,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,omen,1,1
Haven,sova,1,1
Haven,gekko,1,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,sova,0,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,omen,1,1
Haven,breach,1,1
Haven,sova,1,1
Lotus,killjoy,1,1
Lotus,skye,1,1
Lotus,jett,1,1
Lotus,omen,1,1
Lotus,breach,1,1
Lotus,killjoy,0,1
Lotus,skye,0,1
Lotus,viper,0,1
Lotus,raze,0,1
Lotus,omen,0,1
Lotus,killjoy,0,1
Lotus,skye,0,1
Lotus,viper,0,1
Lotus,jett,0,1
Lotus,harbor,0,1
Lotus,killjoy,1,1
Lotus,skye,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Lotus,killjoy,0,1
Lotus,skye,0,1
Lotus,viper,0,1
Lotus,raze,0,1
Lotus,omen,0,1
Lotus,killjoy,1,1
Lotus,skye,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Bind,skye,0,1
Bind,viper,0,1
Bind,raze,0,1
Bind,brimstone,0,1
Bind,cypher,0,1
Bind,skye,1,1
Bind,viper,1,1
Bind,jett,1,1
Bind,raze,1,1
Bind,brimstone,1,1
Split,skye,1,1
Split,viper,1,1
Split,jett,1,1
Split,raze,1,1
Split,astra,1,1
Split,skye,0,1
Split,viper,0,1
Split,jett,0,1
Split,raze,0,1
Split,astra,0,1
Split,jett,1,1
Split,skye,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Split,jett,0,1
Split,skye,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Split,skye,1,1
Split,killjoy,1,1
Split,raze,1,1
Split,astra,1,1
Split,breach,1,1
Split,jett,0,1
Split,skye,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Split,jett,1,1
Split,skye,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Split,jett,0,1
Split,skye,0,1
Split,viper,0,1
Split,raze,0,1
Split,astra,0,1
Haven,jett,0,1
Haven,killjoy,0,1
Haven,astra,0,1
Haven,breach,0,1
Haven,sova,0,1
Haven,jett,1,1
Haven,skye,1,1
Haven,killjoy,1,1
Haven,viper,1,1
Haven,harbor,1,1
Haven,jett,0,1
Haven,killjoy,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,sova,0,1
Haven,jett,1,1
Haven,skye,1,1
Haven,killjoy,1,1
Haven,viper,1,1
Haven,harbor,1,1
Bind,jett,1,1
Bind,skye,1,1
Bind,viper,1,1
Bind,raze,1,1
Bind,brimstone,1,1
Bind,jett,0,1
Bind,skye,0,1
Bind,viper,0,1
Bind,raze,0,1
Bind,brimstone,0,1
Bind,skye,1,1
Bind,viper,1,1
Bind,raze,1,1
Bind,harbor,1,1
Bind,sage,1,1
Bind,jett,0,1
Bind,skye,0,1
Bind,viper,0,1
Bind,raze,0,1
Bind,astra,0,1
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Lotus,jett,0,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,harbor,0,1
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,neon,1,1
Lotus,jett,0,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,omen,0,1
Ascent,jett,0,1
Ascent,skye,0,1
Ascent,killjoy,0,1
Ascent,omen,0,1
Ascent,breach,0,1
Ascent,jett,1,1
Ascent,killjoy,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,jett,0,1
Ascent,killjoy,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,jett,1,1
Ascent,killjoy,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Fracture,skye,1,1
Fracture,killjoy,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,neon,1,1
Fracture,jett,0,1
Fracture,skye,0,1
Fracture,killjoy,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Pearl,jett,0,1
Pearl,skye,0,1
Pearl,killjoy,0,1
Pearl,viper,0,1
Pearl,harbor,0,1
Pearl,jett,1,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Fracture,killjoy,1,2
Fracture,jett,1,2
Fracture,skye,1,2
Fracture,breach,1,2
Fracture,brimstone,1,2
Fracture,killjoy,5,7
Fracture,sova,5,7
Fracture,raze,5,7
Fracture,breach,5,7
Fracture,brimstone,5,7
Fracture,viper,2,2
Fracture,omen,2,2
Fracture,breach,2,2
Fracture,kayo,2,2
Fracture,neon,2,2
Fracture,killjoy,0,3
Fracture,breach,0,3
Fracture,brimstone,0,3
Fracture,neon,0,3
Fracture,fade,0,3
